년도,학기,학과명,과목코드,과목명,분반,주야,이수구분명,교수성명,학점,수강정원,개설여부,강의실명,수강인원,W업시간,성적평가방식구분,영의강의여부,학년,코드쉐어링과목코드,코드쉐어링분반,코드쉐어링되어진과목,코드쉐어링수강여부,비고,개설세부,인정영역구분,인정영역구분명
2013,2,산업교육학부,SIE30019,영문법1,01,야간,전공선택,김은지,3,25,Y,HDH 323C,2,"Th8,Th9,Th10",일반과목,N,2,,,,,,,,
2013,2,산업교육학부,SIE30023,고급영어회화,01,야간,전공선택,Jeanine K. Bendezu,3,25,Y,GLC 305,4,"M8,M9,M10",일반과목,Y,2,,,,,,,,
2013,2,산업교육학부,SIE30024,고급영작문,01,야간,전공선택,GeorgeVanBruggen,3,25,Y,GLC 202,5,"W8,W9,W10",일반과목,Y,2,,,,,,,,
2013,2,산업교육학부,SIE30080,채플1,01,야간,교양선택,김대옥,1,25,Y,HCA 3층,3,W11,성적만P/F나감,N,3,SIE30080,01,D,,,,X04,야간-교양
2013,2,산업교육학부,SIE30081,채플2,01,야간,교양선택,김대옥,1,25,Y,HCA 3층,2,W11,성적만P/F나감,N,3,SIE30080,01,C,,,,X04,야간-교양
2013,2,산업교육학부,SIE40004,교회사회사업론1,01,야간,전공선택,유장춘,3,25,Y,HDH 303A,16,"M8,M9,M10",일반과목,N,3,,,,,,,,
2013,2,산업교육학부,SIE40005,아동복지론,01,야간,전공선택,김준영,3,25,Y,HDH 320B,8,"Th8,Th9,Th10",일반과목,N,3,,,,,,,,
2013,2,산업교육학부,SIE40008,학교사회사업,01,야간,전공선택,이신영,3,25,Y,HDH 323C,15,"F8,F9,F10",일반과목,N,3,,,,,,,,
2013,2,산업교육학부,SIE40012,사회봉사 1,01,야간,교양선택,유장춘,1,25,Y,,7,,성적만P/F나감,N,3,,,,,,,X04,야간-교양
2013,2,산업교육학부,SIE40025,영미소설강독,01,야간,전공선택,장상준,3,25,Y,HDH 320A,9,"Th8,Th9,Th10",일반과목,N,3,,,,,,,,
2013,2,산업교육학부,SIE40028,영어교수법,01,야간,전공선택,심은영,3,25,Y,HDH 303B,4,"Tu8,Tu9,Tu10",일반과목,N,3,,,,,,,,
2013,2,산업교육학부,SIE40037,영어스피치2,01,야간,전공선택,Jeanine K. Bendezu,3,25,Y,GLC 305,4,"Tu8,Tu9,Tu10",일반과목,Y,3,,,,,,,,
2013,2,산업교육학부,SIE40039,번역이론과 실제,01,야간,전공선택,김경화,3,25,Y,HDH 303B,13,"F8,F9,F10",일반과목,N,3,,,,,,,,
2013,2,산업교육학부,SIE40062,인간관계와 자기성장,01,야간,교양선택,류수정,3,25,Y,HDH 303B,4,"M8,M9,M10",일반과목,N,4,,,,,,,X04,야간-교양
2013,3,글로벌리더십학부,GEK10007,교양독서,01,주간,교양필수,황철원,1,30,Y,,30,,성적만P/F나감,N,1,,,,,,,W06,인성2
2013,3,글로벌리더십학부,GEK10007,교양독서,02,주간,교양필수,김종록,1,30,Y,,26,,성적만P/F나감,N,1,,,,,,,W06,인성2
2013,3,글로벌리더십학부,GEK10007,교양독서,03,주간,교양필수,손화철,1,30,Y,,16,,성적만P/F나감,N,1,,,,,,,W06,인성2
2013,3,글로벌리더십학부,GEK10007,교양독서,04,주간,교양필수,이한진,1,30,Y,,24,,성적만P/F나감,N,1,,,,,,,W06,인성2
2013,3,글로벌리더십학부,GEK10007,교양독서,05,주간,교양필수,홍최영,1,30,Y,,25,,성적만P/F나감,N,1,,,,,,,W06,인성2
2013,3,글로벌리더십학부,GEK10007,교양독서,06,주간,교양필수,곽태식,1,30,Y,,23,,성적만P/F나감,N,1,,,,,,,W06,인성2
2013,3,글로벌리더십학부,GEK10007,교양독서,07,주간,교양필수,도형기,1,30,Y,,27,,성적만P/F나감,N,1,,,,,,,W06,인성2
2013,3,글로벌리더십학부,GEK10007,교양독서,08,주간,교양필수,김경미,1,30,Y,,19,,성적만P/F나감,N,1,,,,,,,W06,인성2
2013,3,글로벌리더십학부,GEK10007,교양독서,09,주간,교양필수,김군오,1,30,Y,,27,,성적만P/F나감,N,1,,,,,,,W06,인성2
2013,3,글로벌리더십학부,GEK10007,교양독서,10,주간,교양필수,김성옥,1,30,Y,,28,,성적만P/F나감,N,1,,,,,,,W06,인성2
2013,3,글로벌리더십학부,GEK10016,사회봉사 A,01,주간,교양필수,강병덕,1,999,Y,,139,,성적만P/F나감,N,1,,,,,,,W05,인성1
2013,3,글로벌리더십학부,GEK10045,Christian Foundation 1,01,주간,교양필수,김대옥,2,40,Y,NMH 402,31,"M1,M2",일반과목,N,1,,,,,,,W07,신앙2
2013,3,글로벌리더십학부,GEK20014,사회봉사 B,01,주간,교양필수,강병덕,1,999,Y,,164,,성적만P/F나감,N,1,,,,,,,W05,인성1
2013,3,글로벌리더십학부,GEK20015,사회봉사 C,01,주간,교양필수,강병덕,1,999,Y,,25,,성적만P/F나감,N,1,,,,,,,W05,인성1
2013,3,글로벌리더십학부,GEK20024,세계문화의 이해,01,주간,교양선택,황철원,0,30,Y,,3,,V학점(PF성적),N,1,,,,,,,W16,리더십
2013,3,글로벌리더십학부,GEK20045,Christian Foundation 2,01,주간,교양필수,김진승,2,40,Y,NMH 410A,34,"M2,M3",일반과목,N,1,,,,,,,W07,신앙2
2013,3,글로벌리더십학부,GEK30005,사회봉사 D,01,주간,교양필수,강병덕,1,999,Y,,12,,성적만P/F나감,N,1,,,,,,,W05,인성1
2013,3,글로벌리더십학부,GEK30017,Global Engagement Project,01,주간,교양선택,한윤식외 5명,3,0,Y,OH 421,28,"M1,M2,M3,M4",일반과목,N,3,,,,,9:00-12:30,,W16,리더십
2013,3,글로벌리더십학부,ISL10073,초급스페인어1,01,주간,교양선택,Jessica Matchett,3,22,Y,GLC 303,15,"M5,M6,M7",일반과목,Y,1,,,,,,,W19,외국어
2013,3,글로벌리더십학부,PCO10013,English Communication,01,주간,실무필수,Jeanine K. Bendezu,3,22,Y,GLC 303,18,"M1,M2,M3",일반과목,Y,1,,,,,,,W50,실무영어
2013,3,글로벌리더십학부,PCO10013,English Communication,02,주간,실무필수,Craig G. Smith,3,22,Y,GLC 304,12,"M1,M2,M3",일반과목,Y,1,,,,,,,W50,실무영어
2013,3,글로벌리더십학부,PCO10052,C 프로그래밍,01,주간,실무선택,김경미외 1명,3,40,Y,HDH 425B,35,"M1,M2,M3",일반과목,N,2,,,,,,,W52,실무전산
2013,3,글로벌리더십학부,PCO10057,정보처리개론,01,주간,실무필수,김진광,2,40,Y,HDH 418B,37,"M6,M7",일반과목,N,1,,,,,,,W52,실무전산
2013,3,글로벌리더십학부,PCO10058,정보처리실습,01,주간,실무필수,김진광,2,40,Y,OH 302,30,"M1,M2,M3",일반과목,N,1,,,,,,,W52,실무전산
2013,3,글로벌리더십학부,PCO20004,English Reading&Discussion,01,주간,실무필수,Alex D. Bishop,3,22,Y,GLC 301,21,"M2,M3,M4",일반과목,Y,2,,,,,,,W50,실무영어
2013,3,글로벌리더십학부,PCO20004,English Reading&Discussion,02,주간,실무필수,Mark H. Buzby,3,22,Y,GLC 302,21,"M1,M2,M3",일반과목,Y,2,,,,,,,W50,실무영어
2013,3,글로벌리더십학부,PCO20004,English Reading&Discussion,03,주간,실무필수,Alex D. Bishop,3,0,Y,GLC 301,21,"M6,M7,M8",일반과목,Y,2,,,,,,,W50,실무영어
2013,3,글로벌리더십학부,PCO20005,English Grammar&Composition,01,주간,실무필수,Alexander Banks,3,22,Y,GLC 101,22,"M1,M2,M3",일반과목,Y,2,,,,,,,W50,실무영어
2013,3,글로벌리더십학부,PCO20005,English Grammar&Composition,02,주간,실무필수,Gayle Henrotte,3,22,Y,GLC 202,22,"M1,M2,M5",일반과목,Y,2,,,,,,,W50,실무영어
2013,3,글로벌리더십학부,PCO20051,데이타통계처리,01,주간,실무선택,김헌주,2,40,Y,HDH 424,40,"M1,M2,M3",일반과목,N,2,,,,,,,W52,실무전산
2013,3,글로벌리더십학부,PCO20053,인터넷 활용,01,주간,실무선택,김군오,2,40,Y,HDH 403,42,"M2,M3,M4",일반과목,N,2,,,,,,,W52,실무전산
2013,3,글로벌리더십학부,PCO20058,컴퓨터그래픽 기초,01,주간,실무선택,김민정,2,30,Y,HDH 402,29,"M1,M2,M3",일반과목,N,1,,,,,,,W52,실무전산
2013,3,Global EDISON Academy,GEA20012,Global Consolidation Project I,01,주간,전공필수,김재효,1,30,Y,NTH 115,9,M5,일반과목,Y,2,GEA20012,01,D,Y,,,,
2013,3,Global EDISON Academy,GEA20013,Global Consolidation Project II,01,주간,전공필수,김재효,1,30,Y,NTH 115,14,M5,일반과목,Y,2,GEA20012,01,C,Y,,,,
2013,3,국제어문학부,ISE40076,국제 현장실습,01,주간,전공선택,허명수,3,0,Y,,8,,성적만P/F나감,N,4,,,,,,,,
2013,3,국제어문학부,ISE50099,현장실습(국제어문),01,주간,자유선택,나윤숙,0,0,Y,,1,,V학점(PF성적),N,4,,,,,,,,
2013,3,언론정보문화학부,CCC20050,인간커뮤니케이션,01,주간,전공선택,신순철,3,50,Y,NMH 405,25,"M2,M3,M4",일반과목,N,2,,,,,,,W18,전공기초
2013,3,경영경제학부,MEC50099,현장실습(경영경제),01,주간,자유선택,지범하,0,0,Y,,6,,V학점(PF성적),N,4,,,,,,,,
2013,3,경영경제학부,MEC60099,현장실습 2(경영경제),01,주간,자유선택,지범하,0,0,Y,,2,,V학점(PF성적),N,4,,,,,,,,
2013,3,법학부,LAW50099,현장실습(법학부),01,주간,자유선택,지승원,0,0,Y,,1,,V학점(A+~F성적),N,4,,,,,,,,
2013,3,상담심리사회복지학부,CSW30033,사회복지자료분석론,01,주간,전공선택,강병덕,3,20,Y,HDH 320A,17,"M2,M3,M4",일반과목,N,3,,,,,,,,
2013,3,생명과학부,BFT50099,현장실습(생명식품),01,주간,자유선택,이관희,0,0,Y,,1,,일반과목,N,4,,,,,,,,
2013,3,전산전자공학부,ECE40094,시스템개발실무특론2,01,주간,전공선택,이준용,0,0,Y,,5,,V학점(PF성적),N,4,,,,,,,,
2013,3,전산전자공학부,ECE50099,현장실습(전산전자),01,주간,자유선택,이준용,0,0,Y,,10,,V학점(PF성적),N,4,,,,,,,,
2013,3,산업정보디자인학부,IID10005,드로잉기초 2,01,주간,교양선택,김공웅,3,25,Y,NMH 204,12,"M2,M3,M4",일반과목,N,1,,,,,,,W18,전공기초
2013,3,기계제어공학부,HMM40060,기전공학현장실습,01,주간,전공선택,나원상,3,0,Y,,10,,성적만P/F나감,N,4,,,,,,,,
2013,3,기계제어공학부,HMM40099,현장실습(기계제어),01,주간,자유선택,나원상,0,0,Y,,3,,V학점(PF성적),N,4,,,,,,,,
2013,3,공간환경시스템공학부,CUE50060,현장실습 2,01,주간,전공선택,구자문,,0,Y,,3,,V학점(A+~F성적),N,4,,,,,,,,
2013,3,공간환경시스템공학부,CUE50097,현장실습 1,01,주간,자유선택,구자문,,0,Y,,2,,V학점(PF성적),N,4,,,,,,,,
2013,3,산업교육학부,SIE10028,영미문화의이해,01,야간,전공선택,장상준,3,30,Y,HDH 320A,8,"M11,M12,M13",일반과목,N,1,,,,,,,,
2013,3,산업교육학부,SIE20015,사회문제론,01,야간,전공선택,강병덕,3,30,Y,HDH 320B,8,"M11,M12,M13",일반과목,N,2,,,,,,,,
2013,3,산업교육학부,SIE30015,생활체육1,01,야간,교양선택,배치헌,2,25,Y,HDH 303B,4,"Tu11,Tu12",일반과목,N,2,,,,,,,X04,야간-교양
2013,4,글로벌리더십학부,GEK10007,교양독서,01,주간,교양필수,황철원,1,30,Y,,28,,성적만P/F나감,N,1,,,,,,,W06,인성2
2013,4,글로벌리더십학부,GEK10007,교양독서,02,주간,교양필수,김윤규,1,30,Y,,22,,성적만P/F나감,N,1,,,,,,,W06,인성2
2013,4,글로벌리더십학부,GEK10007,교양독서,03,주간,교양필수,김종록,1,30,Y,,23,,성적만P/F나감,N,1,,,,,,,W06,인성2
2013,4,글로벌리더십학부,GEK10007,교양독서,04,주간,교양필수,김헌주,1,30,Y,,24,,성적만P/F나감,N,1,,,,,,,W06,인성2
2013,4,글로벌리더십학부,GEK10007,교양독서,05,주간,교양필수,류대영,1,30,Y,,24,,성적만P/F나감,N,1,,,,,,,W06,인성2
2013,4,글로벌리더십학부,GEK10007,교양독서,06,주간,교양필수,곽태식,1,30,Y,,27,,성적만P/F나감,N,1,,,,,,,W06,인성2
2013,4,글로벌리더십학부,GEK10007,교양독서,07,주간,교양필수,김경미,1,30,Y,,20,,성적만P/F나감,N,1,,,,,,,W06,인성2
2013,4,글로벌리더십학부,GEK10007,교양독서,08,주간,교양필수,김군오,1,30,Y,,25,,성적만P/F나감,N,1,,,,,,,W06,인성2
2013,4,글로벌리더십학부,GEK10007,교양독서,09,주간,교양필수,김성옥,1,30,Y,,30,,성적만P/F나감,N,1,,,,,,,W06,인성2
2013,4,글로벌리더십학부,GEK10007,교양독서,10,주간,교양필수,도형기,1,30,Y,,24,,성적만P/F나감,N,1,,,,,,,W06,인성2
2013,4,글로벌리더십학부,GEK10016,사회봉사 A,01,주간,교양필수,강병덕,1,990,Y,,168,,성적만P/F나감,N,1,,,,,,,W05,인성1
2013,4,글로벌리더십학부,GEK10045,Christian Foundation 1,01,주간,교양필수,최지성,2,40,Y,NMH 404,20,"M5,M6",일반과목,N,1,,,,,,,W07,신앙2
2013,4,글로벌리더십학부,GEK10076,비전과 진로탐색,01,주간,교양선택,제양규,1,40,Y,OH 401,22,"F10,S1",성적만P/F나감,N,1,,,,,"12/27,1/3(금)18:00~22:00, 12.28,1/4(토)09:00~18:00",,W16,리더십
2013,4,글로벌리더십학부,GEK20011,기독교 세계관,01,주간,교양필수,최용준,2,65,Y,ANH 313,27,"M9,M10,M11",일반과목,N,1,,,,,기독교 세계관 아카데미(캠프) 형태로 하루종일 진행됨,,W08,세계관1
2013,4,글로벌리더십학부,GEK20014,사회봉사 B,01,주간,교양필수,강병덕,1,990,Y,,187,,성적만P/F나감,N,1,,,,,,,W05,인성1
2013,4,글로벌리더십학부,GEK20015,사회봉사 C,01,주간,교양필수,강병덕,1,990,Y,,35,,성적만P/F나감,N,1,,,,,,,W05,인성1
2013,4,글로벌리더십학부,GEK20024,세계문화의 이해,01,주간,교양선택,황철원,0,30,Y,,2,,V학점(PF성적),N,1,,,,,강의계획서 필독,,W16,리더십
2013,4,글로벌리더십학부,GEK20045,Christian Foundation 2,01,주간,교양필수,최지성,2,40,Y,NMH 404,27,"M2,M3",일반과목,N,1,,,,,,,W07,신앙2
2013,4,글로벌리더십학부,GEK30005,사회봉사 D,01,주간,교양필수,강병덕,1,990,Y,,6,,성적만P/F나감,N,1,,,,,,,W05,인성1
2013,4,글로벌리더십학부,GEK30017,Global Engagement Project,01,주간,교양선택,한윤식외 7명,3,0,Y,OH 402,31,"M1,M2,M3,M4",일반과목,N,3,,,,,수업시간: 9:00 ~ 12:30,,W16,리더십
2013,4,글로벌리더십학부,PCO10052,C 프로그래밍,01,주간,실무선택,김경미외 1명,3,40,Y,HDH 418B,26,"M1,M2,M3",일반과목,N,2,,,,,,,W52,실무전산
2013,4,글로벌리더십학부,PCO10058,정보처리실습,01,주간,실무필수,곽태식외 1명,2,40,Y,HDH 403,24,"M1,M2,M3",일반과목,N,1,,,,,,,W52,실무전산
2013,4,글로벌리더십학부,PCO20004,English Reading&Discussion,01,주간,실무필수,JudithVanBruggen,3,22,Y,GLC 304,22,"M1,M2,M3",일반과목,Y,2,,,,,,,W50,실무영어
2013,4,글로벌리더십학부,PCO20004,English Reading&Discussion,02,주간,실무필수,Amber Hope Montuori,3,22,Y,GLC 304,21,"M4,M5,M6",일반과목,Y,2,,,,,,,W50,실무영어
2013,4,글로벌리더십학부,PCO20004,English Reading&Discussion,03,주간,실무필수,Jeremy D. Knapp,3,22,Y,GLC 305,21,"M1,M2,M3",일반과목,Y,2,,,,,,,W50,실무영어
2013,4,글로벌리더십학부,PCO20005,English Grammar&Composition,01,주간,실무필수,Gayle Henrotte,3,20,Y,GLC 202,19,"M1,M2,M3",일반과목,Y,2,,,,,,,W50,실무영어
2013,4,글로벌리더십학부,PCO20005,English Grammar&Composition,02,주간,실무필수,GeorgeVanBruggen,3,20,Y,GLC 202,20,"M4,M5,M6",일반과목,Y,2,,,,,,,W50,실무영어
2013,4,글로벌리더십학부,PCO20005,English Grammar&Composition,03,주간,실무필수,Craig G. Smith,3,20,Y,GLC 302,17,"M4,M5,M6",일반과목,Y,2,,,,,,,W50,실무영어
2013,4,글로벌리더십학부,PCO20005,English Grammar&Composition,04,주간,실무필수,Mark H. Buzby,3,20,Y,GLC 302,20,"M1,M2,M3",일반과목,Y,2,,,,,,,W50,실무영어
2013,4,글로벌리더십학부,PCO20005,English Grammar&Composition,05,주간,실무필수,Deborah van Duin,3,20,Y,GLC 303,20,"M1,M2,M3",일반과목,Y,2,,,,,,,W50,실무영어
2013,4,글로벌리더십학부,PCO20005,English Grammar&Composition,06,주간,실무필수,Jessica Matchett,3,0,Y,GLC 106,18,"M5,M6,M7",일반과목,Y,2,,,,,,,W50,실무영어
2013,4,글로벌리더십학부,PCO20005,English Grammar&Composition,07,주간,실무필수,Alex D. Bishop,3,0,Y,GLC 301,19,"M1,M2,M3",일반과목,Y,2,,,,,,,W50,실무영어
2013,4,글로벌리더십학부,PCO20051,데이타통계처리,01,주간,실무선택,김헌주,2,45,Y,HDH 424,45,"M1,M2,M3",일반과목,N,2,,,,,정원 외 절대 추가 신청없음. 공식적으로 3회이상 결석예정자는 신청할 수 없으며 계절학기 중 결석 3회부터는 F처리예정.,,W52,실무전산
2013,4,글로벌리더십학부,PCO20051,데이타통계처리,02,주간,실무선택,김말숙,2,45,Y,HDH 424,42,"M5,M6,M7",일반과목,N,2,,,,,,,W52,실무전산
2013,4,글로벌리더십학부,PCO20058,컴퓨터그래픽 기초,01,주간,실무선택,남상미,2,29,Y,NMH 205B,29,"M2,M3,M4",일반과목,N,1,,,,,,,W52,실무전산
2013,4,글로벌리더십학부,PCO20058,컴퓨터그래픽 기초,02,주간,실무선택,남상미,2,29,Y,NMH 205B,29,"M6,M7,M8",일반과목,N,1,,,,,,,W52,실무전산
2013,4,Global EDISON Academy,GEA20012,Global Consolidation Project I,01,주간,전공필수,김재효,1,20,Y,NTH 115,19,M5,일반과목,Y,2,GEA20012,01,D,Y,,,,
2013,4,Global EDISON Academy,GEA20013,Global Consolidation Project II,01,주간,전공필수,김재효,1,20,Y,NTH 115,19,M5,일반과목,Y,2,GEA20012,01,C,Y,,,,
2013,4,국제어문학부,ISE40076,국제 현장실습,01,주간,전공선택,마민호외 1명,3,0,Y,,18,,성적만P/F나감,N,4,,,,,,,,
2013,4,국제어문학부,ISE40076,국제 현장실습,02,주간,전공선택,윤상헌,3,0,Y,,8,,성적만P/F나감,N,4,,,,,,,,
2013,4,경영경제학부,MEC10002,경영학입문,01,주간,전공선택,Abraham Lee,3,20,Y,NMH 103A,8,"M4,M5,M6",일반과목,Y,1,,,,,,01,,
2013,4,경영경제학부,MEC20001,미시경제학,01,주간,전공선택,강사웅,3,30,Y,NMH 110,0,"M1,M2,M3",일반과목,Y,2,,,,,,02,,
2013,4,경영경제학부,MEC40099,글로벌 경영실습,01,주간,전공선택,유기선,3,0,Y,,8,,일반과목,Y,4,,,,,,,,
2013,4,경영경제학부,MEC50099,현장실습(경영경제),01,주간,자유선택,지범하,0,0,Y,,10,,V학점(PF성적),N,4,,,,,,,,
2013,4,법학부,LAW20009,형법1,01,주간,전공선택,지승원,3,30,Y,ANH 305,19,"M1,M2,M3",일반과목,N,2,,,,,,,,
2013,4,법학부,LAW50099,현장실습(법학부),01,주간,자유선택,지승원,0,0,Y,,1,,V학점(A+~F성적),N,4,,,,,,,,
2013,4,법학부,UIL30011,Public International Law,01,주간,전공선택,김정우,3,20,Y,ANH 304,9,"M5,M6,M7",일반과목,Y,3,,,,,,01,,
2013,4,상담심리사회복지학부,CSW40054,고급현장실습,01,주간,전공선택,전명희,3,0,Y,,1,,성적만P/F나감,N,4,,,,,,,,
2013,4,전산전자공학부,ECE10020,공학설계입문,01,주간,전공선택,이강,3,15,Y,NTH 412,23,"M1,M2,M3",일반과목,N,1,,,,,,,,
2013,4,전산전자공학부,ECE40094,시스템개발실무특론2,01,주간,전공선택,이준용,0,0,Y,,2,,V학점(PF성적),N,4,,,,,,,,
2013,4,전산전자공학부,ECE50099,현장실습(전산전자),01,주간,자유선택,이준용,0,0,Y,,2,,V학점(PF성적),N,4,,,,,,,,
2013,4,산업정보디자인학부,IID10005,드로잉기초 2,01,주간,교양선택,김공웅,3,25,Y,NMH 204,0,"M2,M3,M4",일반과목,N,1,,,,,,02,W18,전공기초
2013,4,산업정보디자인학부,IID40069,Design Business Practicum,01,주간,전공선택,김성혜,3,30,Y,NMH 202,22,"M7,M8,M9",일반과목,N,4,,,,,,,,
2013,4,기계제어공학부,HMM20011,기전공학수학,01,주간,전공선택,나원상외 2명,3,80,Y,NTH 313,66,"M6,M7,M8",일반과목,N,2,,,,,,,,
2013,4,기계제어공학부,HMM40060,기전공학현장실습,01,주간,전공선택,나원상,3,0,Y,,4,,V학점(PF성적),N,4,,,,,,,,
2013,4,기계제어공학부,HMM40099,현장실습(기계제어),01,주간,자유선택,나원상,0,0,Y,,1,,V학점(PF성적),N,4,,,,,,,,
2013,4,공간환경시스템공학부,CUE30007,건축설계2,01,주간,전공선택,알버트 두순 김,4,20,Y,NTH 211,17,"M5,M6,M7,M8",일반과목,Y,2,,,,,,,,
2013,4,공간환경시스템공학부,CUE40003,건축설계3,01,주간,전공선택,이대준,4,20,Y,NTH 217,0,"M5,M6,M7,M8",일반과목,Y,3,,,,,,02,,
2013,4,산업교육학부,SIE20024,영강독2,01,주간,전공선택,윤상헌,3,25,Y,HDH 323C,4,"M11,M12,M13",일반과목,N,2,,,,,,,,
2013,4,산업교육학부,SIE30007,정신보건 사회복지론,01,주간,전공선택,정숙희외 1명,3,25,Y,HDH 320B,7,"M11,M12,M13",일반과목,N,2,,,,,,,,
2013,4,산업교육학부,SIE30016,생활체육2,01,야간,교양선택,배치헌,2,25,Y,HDH 303B,2,"Tu11,Tu12",일반과목,N,2,,,,,,,X04,야간-교양
2014,1,글로벌리더십학부,ENG10062,사회학개론,01,주간,교양필수,정태식,3,60,Y,HDH 318,47,"M1,M2",일반과목,Y,1,GEK10040,01,C,Y,,,W12,사회
2014,1,글로벌리더십학부,ENG20021,일반생물학,01,주간,교양필수,서병선,3,30,Y,NMH 410A,9,"M5,Th5",일반과목,N,1,GEK10057,01,C,N,,,W14,자연
2014,1,글로벌리더십학부,ENG20022,일반화학,01,주간,교양필수,황철원,3,60,Y,NMH 404,50,"Tu6,F6",일반과목,N,1,GEK10058,01,C,Y,,,W14,자연
2014,1,글로벌리더십학부,GEE10001,English Chapel 1,01,주간,교양필수,Gregory T. Brown,0,999,Y,HCA 3층,76,W6,P학점과목,N,1,GEE10001,01,D,N,국제팀(RC)에 한해 수강가능,,W04,신앙1
2014,1,글로벌리더십학부,GEE10002,English Chapel 2,01,주간,교양필수,Gregory T. Brown,0,999,Y,HCA 3층,11,W6,P학점과목,N,1,GEE10001,01,C,N,국제팀(RC)에 한해 수강가능,,W04,신앙1
2014,1,글로벌리더십학부,GEE20001,English Chapel 3,01,주간,교양필수,Gregory T. Brown,0,999,Y,HCA 3층,37,W6,P학점과목,N,2,GEE10001,01,C,N,국제팀(RC)에 한해 수강가능,,W04,신앙1
2014,1,글로벌리더십학부,GEE20002,English Chapel 4,01,주간,교양필수,Gregory T. Brown,0,999,Y,HCA 3층,11,W6,P학점과목,N,2,GEE10001,01,C,N,국제팀(RC)에 한해 수강가능,,W04,신앙1
2014,1,글로벌리더십학부,GEE20034,Cross-Cultural Global Perspectives,01,주간,교양필수,Michael Fowler,3,40,Y,OH 401,78,"Tu2,F2",일반과목,Y,1,,,,N,,,W12,사회
2014,1,글로벌리더십학부,GEE30001,English Chapel 5,01,주간,교양필수,Gregory T. Brown,0,999,Y,HCA 3층,40,W6,P학점과목,N,3,GEE10001,01,C,N,국제팀(RC)에 한해 수강가능,,W04,신앙1
2014,1,글로벌리더십학부,GEE30002,English Chapel 6,01,주간,교양필수,Gregory T. Brown,0,999,Y,HCA 3층,31,W6,P학점과목,N,3,GEE10001,01,C,N,국제팀(RC)에 한해 수강가능,,W04,신앙1
2014,1,글로벌리더십학부,GEE30023,Developing Leadership for a Global World,01,주간,교양선택,Michael Fowler,3,25,Y,OH 421,31,"M4,Th4",일반과목,Y,1,,,,N,,,W16,리더십
2014,1,글로벌리더십학부,GEE40001,English Chapel 7,01,주간,교양선택,Gregory T. Brown,1,999,Y,HCA 3층,8,W6,성적만P/F나감,N,4,GEE10001,01,C,N,국제팀(RC)에 한해 수강가능,,W15,신앙3
2014,1,글로벌리더십학부,GEE40002,English Chapel 8,01,주간,교양선택,Gregory T. Brown,1,999,Y,HCA 3층,4,W6,성적만P/F나감,N,4,GEE10001,01,C,N,국제팀(RC)에 한해 수강가능,,W15,신앙3
2014,1,글로벌리더십학부,GEE40097,Marriage and Enrichment,01,주간,교양선택,최미경,3,80,Y,SU 101,90,"Th2,Th3",일반과목,Y,1,,,,N,,,W16,리더십
2014,1,글로벌리더십학부,GEE40097,Marriage and Enrichment,02,주간,교양선택,최미경,3,80,Y,SU 101,104,"Th4,Th5",일반과목,Y,1,,,,N,,,W16,리더십
2014,1,글로벌리더십학부,GEK10001,채플(한국어) 1,01,주간,교양필수,김형겸외 4명,0,999,Y, ,782,"W5,W6,W7",P학점과목,N,1,GEK10001,01,D,N,,,W04,신앙1
2014,1,글로벌리더십학부,GEK10002,채플(한국어) 2,01,주간,교양필수,김형겸외 4명,0,999,Y, ,46,"W5,W6,W7",P학점과목,N,1,GEK10001,01,C,N,,,W04,신앙1
2014,1,글로벌리더십학부,GEK10007,교양독서,01,주간,교양필수,김성옥,1,30,Y,,36,,성적만P/F나감,N,1,,,,N,,,W06,인성2
2014,1,글로벌리더십학부,GEK10007,교양독서,02,주간,교양필수,김종록,1,30,Y,,31,,성적만P/F나감,N,1,,,,N,,,W06,인성2
2014,1,글로벌리더십학부,GEK10007,교양독서,03,주간,교양필수,곽태식,1,30,Y,,28,,성적만P/F나감,N,1,,,,N,,,W06,인성2
2014,1,글로벌리더십학부,GEK10007,교양독서,04,주간,교양필수,김경미,1,30,Y,,30,,성적만P/F나감,N,1,,,,N,,,W06,인성2
2014,1,글로벌리더십학부,GEK10007,교양독서,05,주간,교양필수,김군오,1,30,Y,,31,,성적만P/F나감,N,1,,,,N,,,W06,인성2
2014,1,글로벌리더십학부,GEK10007,교양독서,06,주간,교양필수,김윤규,1,30,Y,,27,,성적만P/F나감,N,1,,,,N,,,W06,인성2
2014,1,글로벌리더십학부,GEK10007,교양독서,07,주간,교양필수,김헌주,1,30,Y,,28,,성적만P/F나감,N,1,,,,N,,,W06,인성2
2014,1,글로벌리더십학부,GEK10007,교양독서,08,주간,교양필수,홍최영,1,30,Y,,26,,성적만P/F나감,N,1,,,,N,,,W06,인성2
2014,1,글로벌리더십학부,GEK10007,교양독서,09,주간,교양필수,황철원,1,30,Y,,27,,성적만P/F나감,N,1,,,,N,,,W06,인성2
2014,1,글로벌리더십학부,GEK10007,교양독서,10,주간,교양필수,류대영,1,30,Y,,20,,성적만P/F나감,N,1,,,,N,,,W06,인성2
2014,1,글로벌리더십학부,GEK10007,교양독서,11,주간,교양필수,신현길,1,30,Y,,33,,성적만P/F나감,N,1,,,,N,,,W06,인성2
2014,1,글로벌리더십학부,GEK10007,교양독서,13,주간,교양필수,Alexander Banks,1,30,Y,,27,,성적만P/F나감,Y,1,,,,N,,,W06,인성2
